2,31,31
2,30,31
3,29,30
3,27,29
5,24,28
4,23,24
6,21,24
4,20,23
4,19,22
4,19,21
4,18,21
7,18,20
4,18,21
2,37,33
1,37,35
1,37,33
0,41,37
1,41,38
0,45,40
1,46,43
0,46,42
0,49,43
0,54,48
0,58,49
0,66,57
1,75,60
13,84,6
19,95,6
29,112,0
33,123,0
36,139,0
42,147,0
40,146,0
38,151,0
40,148,0
38,144,0
36,142,0
35,139,0
35,139,0
34,137,0
32,134,0
34,132,0
30,124,0
28,117,0
26,116,0
26,113,0
24,111,0
22,107,0
20,102,0
13,99,6
2,97,64
5,92,61
3,86,63
3,85,65
7,79,65
0,78,64
0,75,61
1,76,61
2,77,58
0,76,57
2,76,60
0,74,58
1,72,56
2,69,56
0,66,54
0,63,52
0,60,51
0,57,50
1,53,49
1,53,49
0,48,45
0,43,44
1,42,44
0,40,40
0,40,42
0,37,38
4,35,38
3,34,37
2,33,36
2,36,37
0,39,36
0,42,37
0,41,37
1,41,37
0,36,35
1,32,34
1,31,31
1,28,30
4,27,30
5,24,27
5,21,24
7,19,23
6,19,23
4,19,24
5,20,22
4,18,20
4,18,21
0,39,36
0,41,37
1,43,39
0,44,39
0,45,40
0,47,41
0,48,42
